pid id fid mid
52 5285 2697 4784
52 5301 2697 4784
52 10373 2697 4784
52 10523 2697 4784
53 6168 2704 1003
54 1237 3951 4860
54 1247 9364 5450
54 1453 2375 5020
54 2768 3951 4860
54 4840 2375 5020
54 5020 10635 439
54 7106 9364 5450
54 7175 3951 4860
54 7967 2375 5020
54 8129 2375 5020
54 9364 6250 439
54 9484 3951 4860
54 9594 9364 5450
54 9879 2375 5020
55 1189 5653 461
55 1267 1189 7036
55 2619 1189 7036
55 3778 1189 7036
55 7036 0 0
56 6911 10665 480
57 1578 6534 515
57 2479 1578 7094
58 3848 6421 516
58 4809 763 6282
58 7597 6421 516
59 1332 9828 9436
59 1366 6398 524
59 2449 6398 524
59 2929 2449 6807
59 4194 2449 6807
59 5278 2449 6807
59 6672 9828 9436
59 6790 9828 9436
59 6807 0 0
59 7843 2449 6807
59 9436 0 0
59 9695 2449 6807
59 10597 2449 6807
60 4263 10661 9548
60 7369 557 1986
60 8157 557 1986
60 9548 0 0
60 9613 557 1986
60 10102 7462 6100
60 10330 7369 9548
61 5295 8408 4352
61 5456 8408 4352
61 8778 8408 4352
62 7207 582 1378
63 246 5622 586
63 1078 9523 246
63 8153 9523 246
63 9623 9523 246
63 10047 9523 246
64 6564 10354 1600
64 6715 10354 1600
64 8191 10354 1600
65 696 1390 616
65 917 696 8307
65 6082 696 8307
65 8307 0 0
66 631 0 0
66 762 631 6770
66 8766 631 6770
67 3773 5240 8213
67 5240 0 0
67 5945 5414 3468
67 8213 5414 3468
67 8303 1021 8213
68 1138 756 663
69 5464 0 0
69 9985 8597 5464
70 1996 0 0
70 4774 5640 1996
70 9574 5640 1996
71 133 6087 698
71 1069 0 0
71 3407 0 0
71 3421 3675 1069
71 3675 6087 698
71 3884 3407 133
71 5764 3675 1069
71 5872 3407 133
71 6856 6087 698
72 433 4413 5144
72 1868 4413 5144
72 4413 709 9853
72 5144 0 0
72 6438 4413 5144
72 9103 4413 5144
73 712 0 0
73 8825 0 0
74 47 1560 4267
74 465 1560 4267
74 643 315 6909
74 1220 5845 7768
74 1420 10364 7288
74 1820 1560 4267
74 4234 1560 4267
74 4267 0 0
74 4373 3311 5722
74 5090 315 6909
74 5416 315 6909
74 6228 315 6909
74 6909 5845 7768
74 7768 10364 733
74 7866 7372 1220
74 7999 1560 4267
74 8377 1560 4267
74 8449 9138 1420
74 9278 9138 1420
74 9946 5845 7768
74 10225 9138 1420
75 3547 7377 336
75 4942 0 0
75 6590 7616 741
75 7539 6590 4942
75 8261 7616 741
76 3303 2436 7622
76 7622 3870 3740
77 385 0 0
77 2401 385 7731
77 6844 385 7731
77 7174 385 7731
77 7731 9902 750
78 1001 9928 9332
78 1433 9928 9332
78 2380 10580 4865
78 4865 775 4331
78 5172 9928 9332
78 9720 10580 4865
78 10580 0 0
79 4700 1208 787
80 10500 800 8138
81 3342 6449 9357
81 6449 0 0
81 9357 806 1225
81 9482 6449 9357
81 10005 6449 9357
82 2604 6455 1
83 798 2708 3036
83 2145 8097 7061
83 2708 0 0
83 2807 7921 9797
83 2970 4443 2147
83 3036 8229 7478
83 3258 7921 9797
83 3481 2708 3036
83 6591 7921 9797
83 6775 8097 7061
83 7308 6159 4270
83 7921 8229 7478
83 8229 9624 1542
83 8296 7921 9797
83 9013 8727 5812
83 9088 8229 7478
83 9797 0 0
83 9962 8097 7061
83 10242 2708 3036
84 5235 1431 819
84 10166 1431 819
85 1062 3801 3722
85 3801 1827 5474
86 533 858 10624
87 1430 0 0
87 2088 871 4376
88 1324 878 7762
88 2160 0 0
88 4018 1324 2160
88 5068 9972 4885
88 5553 1324 2160
88 7184 1324 2160
89 1217 4543 879
89 2097 4543 879
89 5934 0 0
89 7518 1217 5934
90 73 2597 9279
90 687 5897 1113
90 745 880 9314
90 877 2111 692
90 1113 0 0
90 1260 5196 6162
90 1896 880 9314
90 3049 4878 7550
90 3168 5897 1113
90 3670 0 0
90 3787 5897 1113
90 4046 8739 1683
90 4632 9266 745
90 5029 3451 8039
90 6162 8872 740
90 6348 9266 745
90 6652 2111 692
90 7983 2637 1260
90 8039 5196 6162
90 8603 7189 3670
90 8959 5897 1113
90 9266 0 0
90 9279 8739 1683
91 1695 1886 6918
91 1886 1327 889
91 4814 1327 889
91 6918 0 0
91 8720 1327 889
92 1993 3680 4405
92 2337 3680 4405
92 3445 7634 7864
92 3464 3680 4405
92 3680 893 3445
92 3850 893 3445
92 4405 0 0
92 5798 3680 4405
92 6535 3850 1236
92 7314 893 3445
92 9438 3680 4405
92 9622 3680 4405
93 1947 3817 6287
93 3817 0 0
93 6287 911 5394
93 6478 3817 6287
94 1488 2661 3181
94 2661 922 477
94 3169 2661 3181
94 3181 0 0
94 9605 2661 3181
95 3374 682 960
96 1720 0 0
96 2123 978 2291
97 9697 6986 4843
98 108 1056 856
99 703 0 0
99 1757 703 8364
99 3913 703 8364
99 8536 703 8364
100 678 0 0
100 1444 0 0
100 2496 678 10325
100 7636 678 10325
100 10295 678 10325
100 10325 1046 1444
101 961 10463 7816
101 1251 9888 3122
101 1865 0 0
101 2812 7147 1865
101 2967 7263 7380
101 3083 5958 4471
101 3122 227 4748
101 3270 1251 7395
101 5958 0 0
101 6176 10463 7816
101 7263 147 10748
101 7380 9888 3122
101 7395 0 0
101 7816 9888 3122
101 9054 10620 436
101 9256 7147 1865
101 10463 0 0
102 440 7247 333
102 7247 1055 10468
103 2954 6813 1065
103 3883 4181 2954
104 659 2910 6783
104 1215 659 8104
104 1646 5618 2710
104 1652 4986 3281
104 1688 2910 6783
104 2618 4400 3989
104 2681 1669 8442
104 3699 659 8104
104 4862 4400 3989
104 4963 659 8104
104 7702 0 0
104 8328 4400 3989
104 8781 659 8104
104 8881 1688 2366
104 8896 1688 2681
104 9386 4986 3281
104 9566 4400 3989
104 10406 2717 7702
104 10429 1688 2681
105 2396 1012 8447
105 7430 1012 8447
105 8447 1125 3518
105 9308 1012 8447
106 852 4216 10041
106 6285 4216 10041
106 10026 4216 10041
107 609 5624 7860
107 661 5624 7860
107 2709 5624 7860
107 5624 0 0
107 7860 534 1159
107 9299 5624 7860
108 4474 715 5735
108 4799 715 5735
108 6081 715 5735
109 182 2874 4284
109 1282 2874 4284
109 2765 6743 1201
109 2874 6743 1201
109 4284 1305 8891
109 6501 5143 4849
109 7201 1305 8891
109 7631 2874 4284
109 8950 5143 4849
110 848 5460 1239
110 8905 2969 3133
110 9738 2969 3133
111 3750 1264 7912
111 7912 0 0
112 31 5124 5836
112 605 7320 1266
112 2027 5674 6642
112 2371 0 0
112 4343 5674 6642
112 4699 5674 6642
112 5098 605 2371
112 5124 7320 1266
112 6173 5124 5836
112 6642 7320 1266
112 8522 605 2371
112 8932 5124 5836
113 2652 7136 231
113 4626 10248 327
114 555 0 0
114 2548 6926 1274
114 2610 4997 2548
114 5259 8623 5400
114 5320 8623 5400
114 5400 0 0
114 6324 555 6460
114 6460 6926 1274
114 6467 555 6460
114 8623 6926 1274
115 81 2509 1277
115 1186 81 8882
115 1717 0 0
115 2563 5919 1717
115 3859 81 8882
115 5919 2509 1277
115 7531 5919 1717
115 8882 0 0
116 536 0 0
116 559 6450 5796
116 2278 6043 10336
116 2755 6043 10336
116 3127 5446 1285
116 3711 6043 10336
116 5796 0 0
116 6043 5446 1285
116 6450 5446 1285
116 6457 9407 536
116 6615 5446 1285
116 7945 9407 536
116 8308 9407 536
116 9407 5446 1285
116 10611 6450 5796
116 10619 6450 5796
117 6479 3874 4182
117 9060 6479 6412
118 990 2194 4616
118 1000 2194 4616
118 1839 1840 7638
119 474 1322 5106
120 4247 10449 1334
120 5351 4247 10565
120 8703 4247 10565
120 10565 0 0
121 345 8372 4897
121 1895 2152 4721
121 2835 7243 415
121 2994 7243 415
121 4897 0 0
121 5601 8016 9457
121 7827 2152 4721
121 8016 5071 9582
121 8217 8372 4897
121 8372 5071 9582
121 9457 0 0
121 10270 8372 4897
122 8063 10253 1344
123 1788 1363 6937
123 6937 0 0
124 4438 1393 2385
125 4091 9660 1408
126 9662 9038 1423
127 610 8975 1439
127 5481 9354 1779
127 6352 8975 1439
127 6406 6352 6196
127 6609 6997 3051
127 6728 0 0
127 6997 8975 1439
127 9291 610 6728
127 10582 610 6728
128 1442 0 0
128 1571 6238 1442
129 1502 0 0
129 6759 5525 1502
129 8954 5126 8995
130 3078 1513 2626
130 4493 7697 5223
130 5223 1513 2626
131 1515 0 0
131 2141 1515 306
131 2957 3900 2141
131 3011 3900 2141
131 4048 1515 10636
131 7504 1515 8184
131 7936 1515 8184
131 8184 850 6251
131 8187 1515 8184
131 10341 1515 306
132 4952 8226 9919
132 6852 8226 9919
132 8226 0 0
133 71 6683 3485
133 1099 5424 6258
133 2076 7252 8430
133 3485 0 0
133 4049 1301 9806
133 5424 1535 2076
133 5589 6683 3485
133 6258 0 0
133 6683 4315 5901
133 9806 0 0
133 10600 5424 6258
134 4858 1549 4591
135 6136 10440 1554
135 9874 1144 6136
136 1582 321 1555
136 2644 6925 3414
136 2831 6925 3414
136 4507 8410 8733
136 6925 321 1555
136 7291 8410 8733
136 7651 6925 3414
136 8410 5281 8332
136 8733 0 0
137 2133 3218 7819
137 3638 3218 7819
137 9209 3218 7819
137 9229 3218 7819
138 969 1613 8768
138 2348 1613 8768
138 8768 10159 1625
139 3261 5506 6482
139 5506 1641 6214
139 8275 5506 6482
140 1670 0 0
140 2230 10459 1670
140 3453 10459 1670
140 4175 9578 9706
140 7203 9578 9706
140 9578 10459 1670
140 9706 0 0
140 10393 9578 9706
141 300 1680 276
141 5444 300 5964
142 2783 9426 6987
142 4207 9426 6987
142 7418 9426 6987
142 9027 9426 6987
142 9426 0 0
143 1932 80 4612
143 4612 6818 278
143 6818 0 0
143 9019 6818 278
144 3268 9055 1728
144 4839 0 0
144 6368 469 4839
145 1539 9238 7956
145 7956 1778 9368
146 458 6333 2659
146 2659 0 0
146 10494 6333 2659
147 2943 5310 1790
147 6180 884 2943
148 312 0 0
148 954 7566 1793
148 1020 312 954
148 4483 7566 1793
149 3330 0 0
149 4687 1825 2078
149 5229 5959 6061
149 8013 3330 4687
149 8397 3330 4687
150 1047 8642 6329
150 2043 7868 2277
150 2725 4481 8931
150 3102 8642 6329
150 4984 7868 2277
150 8642 4481 8931
151 2955 3929 3669
151 3669 1846 1919
151 9632 3929 3669
152 1551 8391 5483
152 2784 7132 7436
152 3693 7331 8812
152 7278 7132 7436
152 7331 4519 1862
152 7436 4519 1862
152 8255 8391 5483
152 9061 7331 8812
152 10095 7132 7436
153 189 1873 8919
154 6126 7327 2558
155 464 7723 10188
155 1916 0 0
155 6624 1916 10552
155 7723 1916 10552
155 10188 0 0
156 1440 59 6938
156 3506 7782 10145
156 3726 4633 10738
156 4115 8770 1440
156 4633 0 0
156 5186 59 6938
156 5492 4893 5632
156 5632 3016 1917
156 6262 9990 8911
156 7329 7782 10145
156 7433 1910 2409
156 7701 10062 2435
156 7782 59 6938
156 8224 10062 2435
156 8770 3016 1917
156 9406 5186 3726
156 9725 8770 1440
156 9812 4893 5632
156 10062 9990 8911
156 10145 0 0
156 10553 5186 3726
157 957 8009 10194
157 1252 1935 3208
157 1844 8009 10194
157 3075 3230 2465
157 4034 8009 10194
157 4808 1935 3208
157 6392 3230 2465
157 7756 3230 2465
157 8668 3230 2465
157 8961 3230 2465
157 9058 8009 10194
157 10194 1935 3208
158 2911 10780 3567
158 3708 5149 607
159 129 0 0
159 899 986 8460
159 1049 129 4742
159 2587 986 8460
159 2752 129 4742
159 3910 986 8460
159 4742 1682 7486
159 6969 5708 7347
159 7347 0 0
159 8385 986 8460
159 8460 0 0
159 8672 986 8460
160 2055 4169 10172
160 4169 1964 6197
160 4220 4169 10172
161 2730 7680 1974
162 8708 1979 6137
163 3354 8731 5647
163 8731 4743 2015
164 1434 2032 9993
164 4188 484 1434
164 7141 484 1434
165 2860 6890 2062
165 3106 1326 10255
165 3410 1326 10255
165 4613 1326 10255
165 10507 1326 10255
166 564 9617 9286
166 729 7521 2480
166 2343 5261 5951
166 3112 5261 5951
166 4274 6718 729
166 4566 9617 9286
166 4733 9617 9286
166 5418 10558 2081
166 5504 932 8574
166 5565 0 0
166 5638 9950 5585
166 6175 2206 8383
166 6868 9617 9286
166 7145 9617 9286
166 7630 932 8574
166 8424 10558 2081
166 8755 5261 5951
166 9181 5261 5951
166 9617 10558 2081
166 9688 4467 5383
166 10031 8424 5565
166 10469 6718 729
167 5770 10312 6350
167 5776 2086 9184
167 8022 10312 6350
167 10312 0 0
168 2408 6839 2100
169 9923 0 0
170 3556 10493 6789
170 3706 10493 6789
170 5346 10493 6789
170 6789 0 0
170 10493 7642 2101
171 1204 7948 7476
171 3462 7948 7476
171 3844 4955 301
171 5268 7948 7476
171 6066 7948 7476
171 7476 10218 2104
171 9863 4955 301
172 3907 10535 7611
172 7611 10532 2108
172 8080 10532 2108
173 10017 2110 8376
174 7273 0 0
174 7889 3315 2025
174 8478 3315 2025
174 8600 7273 6121
174 10602 7273 6121
175 8974 1531 2125
175 9333 1531 2125
176 1901 5 7516
176 2044 2158 8419
176 2238 2158 8419
176 2316 2414 7815
176 3109 2238 7924
176 5273 2238 7924
176 6308 9419 8030
176 7924 3620 7180
176 8030 0 0
176 8456 9419 3255
176 9419 448 5505
176 9912 5 7516
177 834 3882 2159
177 2972 834 5538
177 3933 834 5538
177 5263 834 5538
177 5538 0 0
177 6142 834 5538
178 5556 6724 6303
178 6303 0 0
179 3362 1553 2166
179 4363 1553 2166
180 2150 5612 9151
180 5199 5612 9151
180 5612 10054 5595
180 9126 5612 9151
180 9151 2622 2187
181 2775 7733 6593
181 3501 0 0
181 3893 7733 6593
181 6472 3501 9391
181 6593 2216 2318
181 7733 0 0
181 8790 3501 9391
181 9391 2216 2318
181 9793 7733 6593
182 1290 2257 5484
182 2257 0 0
182 5484 2218 4772
182 5804 5904 6357
182 5904 2218 4772
183 10306 2228 1205
184 2269 0 0
184 6529 6731 9665
184 6731 10700 10701
184 7251 6731 9665
184 10526 10700 10701
185 4212 239 2280
185 5989 0 0
185 10550 5989 4212
186 154 10067 2539
186 790 9383 5023
186 1037 6668 2333
186 1382 790 1037
186 1432 8877 10140
186 1454 4608 8132
186 1540 8877 10140
186 2333 0 0
186 2539 6668 2333
186 2630 2925 9779
186 2925 9383 5023
186 6116 2925 9779
186 6194 10067 2539
186 6494 2925 9779
186 6571 10067 2539
186 6668 0 0
186 8113 8877 10140
186 8132 0 0
186 8393 790 1037
186 8877 6668 2333
186 9934 2925 9779
187 481 5448 512
187 3160 2341 274
187 4375 3160 6513
187 5448 2341 274
187 6608 5448 512
188 6804 2345 3263
189 454 1527 2357
189 1268 9691 2706
189 2706 1527 2357
189 3673 454 4684
189 4684 0 0
190 2077 3982 7399
190 2361 0 0
190 3982 0 0
190 5255 8135 2361
190 6894 3982 7399
190 7399 8135 2361
190 9065 5282 9358
191 573 5161 2774
191 577 19 8887
191 759 0 0
191 799 7891 2364
191 1349 5161 2774
191 2774 7891 2364
191 5161 0 0
191 7540 19 8887
191 8833 759 799
191 8887 0 0
191 8892 759 799
191 9587 5161 2774
192 9382 2369 1883
193 6914 8661 7350
193 8661 2370 6386
193 10458 3103 1745
194 4057 2231 8122
194 5242 2231 8122
194 8122 0 0
195 3426 7706 2378
196 1451 6322 7939
196 1928 6322 7939
196 5425 6322 7939
196 5733 2382 7883
196 6215 2382 7883
196 6322 2382 7883
196 7939 0 0
197 2384 0 0
197 4264 0 0
197 5773 2384 4264
197 8208 2384 4264
198 5303 2386 10025
199 3304 2406 6512
199 3683 0 0
199 8018 4846 2997
199 9365 7652 3683
199 10348 2583 3683
200 2089 2413 7157
201 260 5785 2423
202 4690 2960 4850
203 9556 2188 1447
204 1216 7820 2455
205 734 3392 2470
205 2470 0 0
205 10369 3392 2470
206 286 446 3934
206 446 5671 2477
206 860 0 0
206 3483 4987 860
206 4420 446 3934
206 4987 5671 2477
206 7581 4987 860
206 9293 446 3934
207 681 44 7854
207 1414 44 1889
207 1889 7599 125
207 5936 44 7854
207 6246 8525 681
207 6273 3819 595
207 8525 0 0
207 10345 44 7854
208 2508 0 0
208 3350 3651 9740
208 3651 5423 2508
208 4916 5423 2508
208 5086 3651 9740
208 9740 0 0
209 8 3713 262
209 2959 3713 262
209 5156 3713 262
210 2029 0 0
210 4582 2029 7719
210 6898 2029 7719
210 7719 7804 2523
211 2286 771 2530
211 7130 4764 870
212 3898 9961 9996
212 4243 7990 5214
212 5214 5136 2536
212 5393 0 0
212 6659 9961 5393
212 7284 7990 5214
212 7838 9961 5393
212 7990 0 0
212 9961 5136 2536
212 9996 0 0
212 10332 9961 9996
213 1235 2538 4892
214 746 3614 2347
214 1289 5620 9607
214 5113 5620 9607
214 8107 5620 9607
214 9197 5620 9607
215 1521 7561 2560
215 3548 4279 4771
215 4152 7561 2560
215 4703 4152 2314
215 4771 7561 2560
215 5116 4152 2314
215 5522 4152 2314
215 7183 4279 4771
216 6018 2565 5599
217 1841 2156 3379
217 3379 2594 4198
217 3803 2594 4198
217 4504 0 0
217 4607 2594 4198
217 4836 4607 4504
217 5343 1939 3803
217 7792 2156 3379
217 9543 4607 4504
217 9937 1939 3803
217 10513 1939 3803
218 225 7439 4597
218 2917 9704 3212
218 2980 9826 8492
218 4184 9826 8492
218 4597 2892 2595
218 5788 9704 3212
218 7307 9826 8492
218 7439 0 0
218 8492 2892 2595
218 8964 9826 8492
218 9306 9826 8492
218 9429 9704 3212
218 9704 2892 2595
219 1459 4536 2605
219 2338 9257 1459
219 3649 9257 1459
219 4571 7397 5511
219 5336 9257 1459
219 5511 4536 2605
219 7608 7397 5511
219 9257 0 0
220 1727 0 0
220 2971 4638 1727
220 4638 2606 3046
220 6111 10649 1727
221 1425 4183 2613
221 2613 0 0
221 2847 4183 2613
221 4183 10337 5870
221 4816 4183 2613
222 2048 9397 8575
222 2627 0 0
